"","UMAP1","UMAP2","gene","module","color","hub","kME"
"LINC01420",4.18349618822773,6.30552065287157,"LINC01420","Module4","#9b3441","other",0.245649024551342
"HLA.DRA",1.12619407088001,-6.30941999043897,"HLA.DRA","Module8","#633372","other",0.2552519990216
"MRPL38",0.490901660029489,5.33331406031176,"MRPL38","Module10","#2b9b81","other",0.116722996578732
"HSPA1B",-1.42012338727276,4.94596683893725,"HSPA1B","Module10","#2b9b81","other",0.572554108964653
"HSPA1A",0.558141421382028,4.72669136438891,"HSPA1A","Module10","#2b9b81","other",0.448402749012983
"LSM2",2.24960107714375,2.2209335557036,"LSM2","Module9","#1f6e9c","other",0.427613674238869
"CARD16",2.79064292818745,2.35142290506884,"CARD16","Module2","#fe9b00","other",0.305538547541593
"ABHD16A",5.54514999300678,5.82457840357348,"ABHD16A","Module4","#9b3441","other",0.069204953888279
"CSNK2B",-2.24359302609722,4.2531396142058,"CSNK2B","Module10","#2b9b81","other",0.334301801410833
"PRRC2A",-0.0287539997653189,-7.04105746831373,"PRRC2A","Module8","#633372","other",0.0636461473802762
"NCR3",-0.414743323023719,3.54173815165087,"NCR3","Module10","#2b9b81","other",0.105208288940346
"HLA.C",5.47819442660053,7.46565878305956,"HLA.C","Module4","#9b3441","other",0.638135399807419
"ABCF1",-0.914989937241477,-2.88030958260969,"ABCF1","Module11","#92c051","other",0.253912252174276
"HLA.E",0.0456593295975504,-6.86844956960157,"HLA.E","Module8","#633372","other",0.636702201087475
"GNB2L1",5.86987657458027,7.45175230417773,"GNB2L1","Module4","#9b3441","other",0.505710114495933
"HLA.G",0.523273717467385,5.06460106287524,"HLA.G","Module10","#2b9b81","other",0.239917306443584
"MRPL53",-1.93040137379925,5.17001926813647,"MRPL53","Module10","#2b9b81","other",0.198133510022986
"UQCC3",4.41692132860859,5.99957096491381,"UQCC3","Module4","#9b3441","other",0.138733883398096
"SLFN12L",-1.0329323896722,-4.04288518514112,"SLFN12L","Module8","#633372","other",0.142686222758983
"SARNP",-2.16857128232281,4.65966474924608,"SARNP","Module10","#2b9b81","other",0.220687470334464
"PRR13",4.21683139712055,4.4150539628081,"PRR13","Module2","#fe9b00","other",0.501292822665133
"TMSB4X",5.7174126616164,7.71535074625536,"TMSB4X","Module4","#9b3441","other",0.681627155688804
"TMEM256",-1.41334276288311,4.64578592691942,"TMEM256","Module10","#2b9b81","other",0.128082288347795
"HMGN1",4.23366279513081,0.863861440759146,"HMGN1","Module2","#fe9b00","other",0.480883533464836
"RPS3AP47",-13.1202033051805,2.77530324373766,"RPS3AP47","Module3","#d8443c","other",0.557820226514463
"HCP5",-11.8824904450731,-1.5981558569856,"HCP5","Module3","#d8443c","other",0.171439750988798
"HLA.H",-2.75238828748028,4.87697231684252,"HLA.H","Module10","#2b9b81","other",0.797508648265943
"HLA.A",6.243070315425,7.08997785959765,"HLA.A","Module4","#9b3441","other",0.512588089850236
"ANKRD28",0.199393849675256,0.456367014985526,"ANKRD28","Module7","#9f5691","other",0.388607107079122
"THUMPD3.AS1",1.48580295950611,-7.6174134024568,"THUMPD3.AS1","Module8","#633372","other",0.063155850684366
"MT.RNR2",-11.713436413701,-5.02699887837843,"MT.RNR2","Module6","#e87b89","other",0.44901100602844
"MT.RNR1",-11.7751896867112,-4.96220982160047,"MT.RNR1","Module6","#e87b89","hub",0.687565800593992
"IGKC",-12.7075751313523,1.50632703218981,"IGKC","Module3","#d8443c","other",0.246354056433298
"IGLC3",-11.9326212891893,-0.686429620642221,"IGLC3","Module3","#d8443c","other",0.0410192389684657
"TRBC1",0.0559686979695139,-8.04690444554762,"TRBC1","Module8","#633372","other",0.448343375490997
"TRBC2",-0.0585844257430258,-6.84226024236158,"TRBC2","Module8","#633372","other",0.509701347462364
"IGHG1",-12.1788933762864,0.622414111237967,"IGHG1","Module3","#d8443c","other",0.108701639441328
"IGHM",-12.6477377900438,1.31616508875414,"IGHM","Module3","#d8443c","other",0.125518809044878
"RPL15P3",-11.7566807755784,-2.58981132592634,"RPL15P3","Module3","#d8443c","other",0.559923640867654
"MT.ND4L",0.787208985392648,-7.95583093251661,"MT.ND4L","Module8","#633372","other",0.801004015292948
"CRIP1",-2.14238052457134,5.20551693354174,"CRIP1","Module10","#2b9b81","other",0.606458991466103
"RP11.641D5.1",-11.7582762727098,-2.21360170926527,"RP11.641D5.1","Module3","#d8443c","other",0.474310183431853
"SUPT4H1",5.07243699938496,-2.85797178830579,"SUPT4H1","Module2","#fe9b00","other",0.417034416419742
"CTD.2666L21.3",-13.1730082520799,2.61043083582445,"CTD.2666L21.3","Module3","#d8443c","other",0.623156603657132
"CTD.3035D6.1",-11.7495472916917,-4.66472923840955,"CTD.3035D6.1","Module6","#e87b89","hub",1
"RPL18AP3",-11.644269276555,-3.13454854573683,"RPL18AP3","Module3","#d8443c","other",0.82922489463352
"ARL2",-0.55291007846157,-0.998339535590267,"ARL2","Module1","#f4c40f","other",0.552291890621324
"RPLP0P6",-12.4593890199022,0.334627746682608,"RPLP0P6","Module3","#d8443c","other",0.578714684988069
"VDAC1",6.35682649523457,-1.60114914264158,"VDAC1","Module2","#fe9b00","other",0.446381861032627
"RP11.112J1.1",-12.0069897660569,-1.56610041942075,"RP11.112J1.1","Module3","#d8443c","other",0.612667506426607
"HEXA",-0.772203494007987,1.42959320459887,"HEXA","Module7","#9f5691","other",0.320222955885598
"GPSM3",-0.867371726925773,2.91175877962633,"GPSM3","Module10","#2b9b81","other",0.19376242062128
"LAT",2.40559859186848,2.6732999077849,"LAT","Module2","#fe9b00","other",0.333102264400069
"ATF6B",0.784208487574655,0.419394849877799,"ATF6B","Module7","#9f5691","other",0.407573835191323
"CLIC1",-1.20301418393413,3.06677639399096,"CLIC1","Module10","#2b9b81","other",0.339014068694924
"DDAH2",-0.701190281804008,0.184579729180777,"DDAH2","Module7","#9f5691","other",0.342245562663573
"RPL21P75",-12.3007395753221,-0.0142769822068571,"RPL21P75","Module3","#d8443c","other",0.56238716598546
"CSNK1E",-11.7979777345018,-4.95276033963636,"CSNK1E","Module6","#e87b89","other",0.147041465242631
"IRF9",-2.01293139546673,4.12571728144213,"IRF9","Module10","#2b9b81","other",0.228927909980214
"GALT",-0.0976613239900293,0.420754908662283,"GALT","Module7","#9f5691","other",0.256816369556253
"TAX1BP3",0.740745197836953,-1.1155644514747,"TAX1BP3","Module1","#f4c40f","other",0.650943004576807
"PTMAP5",-11.9839241990403,-1.58640641059355,"PTMAP5","Module3","#d8443c","other",0.585947210674158
"FIS1",1.6804801932021,3.0514999619536,"FIS1","Module2","#fe9b00","other",0.259659262883358
"RPS3AP26",-13.4009736069993,2.46803891573473,"RPS3AP26","Module3","#d8443c","other",0.748034489809144
"KANSL1.AS1",-0.603464950020713,1.08051526461169,"KANSL1.AS1","Module7","#9f5691","other",0.179085145644158
"METTL12",3.63700361162861,5.73641836557909,"METTL12","Module10","#2b9b81","other",0.0532191931545921
"RPL13P12",-12.0877259263353,-1.4389049419351,"RPL13P12","Module3","#d8443c","hub",0.913893756722974
"TSTD1",-1.21481602280895,3.0591813317351,"TSTD1","Module10","#2b9b81","other",0.185521801755181
"IFI30",-12.0366118439988,1.69831073198839,"IFI30","Module3","#d8443c","other",0.0720113056215196
"FNIP1",-0.246305454667014,-2.56236147965864,"FNIP1","Module1","#f4c40f","other",0.324769496693306
"CKLF",-0.579574871952933,2.87057006273791,"CKLF","Module10","#2b9b81","other",0.273924910620288
"AC016739.2",-12.1744473466233,-1.17972184802965,"AC016739.2","Module3","#d8443c","other",0.877509449536798
"RP11.889L3.1",-12.5889952668504,0.348763822656119,"RP11.889L3.1","Module3","#d8443c","other",0.773406601089937
"RP11.475C16.1",-11.6628735551194,-3.47543132390455,"RP11.475C16.1","Module3","#d8443c","other",0.627610568239819
"CEBPZOS",4.2046854010268,6.22298204813525,"CEBPZOS","Module4","#9b3441","other",0.156834443323838
"RP3.340B19.2",-12.1812708863572,-1.05084680106119,"RP3.340B19.2","Module3","#d8443c","other",0.788838237787415
"RP11.40C6.2",-12.5453112611131,0.257144331078971,"RP11.40C6.2","Module3","#d8443c","other",0.58987454362097
"VAMP2",-2.21036462872784,4.18501818094775,"VAMP2","Module10","#2b9b81","other",0.301131619327334
"RPL21P28",-2.09093742459576,5.19089949045702,"RPL21P28","Module10","#2b9b81","other",0.381507534497783
"RPS18P9",-2.45146231740276,5.12288629923388,"RPS18P9","Module10","#2b9b81","other",0.39334108556339
"APOL6",-12.4270089158372,0.445621966462576,"APOL6","Module3","#d8443c","other",0.124913446915672
"LINC00152",3.64562411219318,5.80740511332079,"LINC00152","Module10","#2b9b81","other",0.175020293798408
"NUTM2A.AS1",3.87279887110432,5.18494665537401,"NUTM2A.AS1","Module4","#9b3441","other",0.0372915272725514
"TMSB4XP4",-11.7159741410569,-3.63254296864942,"TMSB4XP4","Module3","#d8443c","other",0.657830823494798
"HLA.DPB1",0.87077338606556,-6.41519296254591,"HLA.DPB1","Module8","#633372","other",0.33960293565269
"RPS24P8",-13.1586602219896,2.97057974253222,"RPS24P8","Module3","#d8443c","other",0.620966814531814
"HNRNPA1P48",-11.8051808366136,-1.81661754931883,"HNRNPA1P48","Module3","#d8443c","other",0.587936999435489
"RP11.51O6.1",-12.1335070618943,-1.3078259238191,"RP11.51O6.1","Module3","#d8443c","other",0.826818670145742
"RPSAP58",-3.15670304387371,4.25337994013354,"RPSAP58","Module10","#2b9b81","other",0.301489998250802
"RPS12P26",-13.1123097428636,2.95058643732592,"RPS12P26","Module3","#d8443c","other",0.667074937706626
"AB019441.29",-11.6967366227464,-2.70626556958631,"AB019441.29","Module3","#d8443c","other",0.475921405744777
"NUTM2B.AS1",5.48219747454365,6.36741602335497,"NUTM2B.AS1","Module4","#9b3441","other",0.223851738688684
"MTND2P28",-12.694881726201,1.51469361696764,"MTND2P28","Module3","#d8443c","hub",0.927316573899397
"FAM195B",0.751000653807717,5.52756655130907,"FAM195B","Module10","#2b9b81","other",0.125579410709553
"NOL7",4.74526138216694,-0.566735059876001,"NOL7","Module2","#fe9b00","other",0.306891921836262
"MTND1P23",-12.1381714829759,-1.09705233659223,"MTND1P23","Module3","#d8443c","other",0.793428919749738
"PIGBOS1",4.41550989062031,6.04282677088305,"PIGBOS1","Module4","#9b3441","other",0.133172889349388
"RP4.706A16.3",-12.5714829453782,1.88167631540819,"RP4.706A16.3","Module3","#d8443c","other",0.626141950762122
"RPL10AP6",-12.4199479111985,0.054474829774344,"RPL10AP6","Module3","#d8443c","other",0.578824623009764
"RPS7P10",-11.7205498704271,-3.56235206212476,"RPS7P10","Module3","#d8443c","other",0.428385303676102
"FTLP3",-12.4038022050218,0.752748011689627,"FTLP3","Module3","#d8443c","other",0.378905223577602
"PSMD5.AS1",-1.49659018605511,5.35103905115649,"PSMD5.AS1","Module10","#2b9b81","other",0.0345604359338144
"DANCR",-3.03481226056377,4.4591680756621,"DANCR","Module10","#2b9b81","other",0.194778709572724
"RP3.417G15.1",-12.9368737229661,1.59717476282641,"RP3.417G15.1","Module3","#d8443c","other",0.653796634635775
"RP11.543P15.1",-12.5484107026414,0.421762227158988,"RP11.543P15.1","Module3","#d8443c","hub",0.919653723360156
"TRGC2",-11.9759009370164,-4.54002893056349,"TRGC2","Module3","#d8443c","other",0.345256676906532
"LTB",-0.637397457058829,0.6159063569121,"LTB","Module7","#9f5691","other",0.441252123473162
"RP11.864N7.2",-12.4897559174852,0.129759549241507,"RP11.864N7.2","Module3","#d8443c","other",0.851179304783101
"RPL3P2",-13.0875847825364,2.5719393483214,"RPL3P2","Module3","#d8443c","other",0.592534201329598
"RP11.778D9.4",-12.6318476685838,1.68643391047045,"RP11.778D9.4","Module3","#d8443c","other",0.608963830784917
"MT.ATP8",0.520712684695321,-8.01804149236158,"MT.ATP8","Module8","#633372","other",0.788425208677167
"OST4",1.69270439058979,3.50302135859057,"OST4","Module2","#fe9b00","other",0.505441541635121
"EEF1DP1",-12.4827292451219,0.176676630120719,"EEF1DP1","Module3","#d8443c","other",0.501949958227938
"RPL41",4.92048664004048,7.07900297556444,"RPL41","Module4","#9b3441","other",0.840407700042714
"CTB.63M22.1",-12.0418084153489,-1.51255881871656,"CTB.63M22.1","Module3","#d8443c","other",0.657158786787845
"VIM.AS1",0.619525085990029,4.90456306849047,"VIM.AS1","Module10","#2b9b81","other",0.0849794234957106
"RPL4P4",-12.6356614121751,1.77623116884753,"RPL4P4","Module3","#d8443c","other",0.573625511944265
"ZNF688",-0.177660688902539,-1.28457915868238,"ZNF688","Module1","#f4c40f","other",0.194659315610984
"PET100",3.91622943789204,4.97852241907641,"PET100","Module10","#2b9b81","other",0.180046390467334
"RPL5P4",-12.3610489854173,2.12496936235949,"RPL5P4","Module3","#d8443c","other",0.544724009231937
"CTB.89H12.4",-12.4854176530198,0.234046100717032,"CTB.89H12.4","Module3","#d8443c","other",0.38718422685954
"RPS23P8",-11.7354014405564,-4.57288992490247,"RPS23P8","Module3","#d8443c","other",0.437339597829139
"RPL10P3",-12.5963299760179,1.75147735987231,"RPL10P3","Module3","#d8443c","hub",0.966712886546834
"AC079250.1",-13.4857590684251,2.66188871775194,"AC079250.1","Module3","#d8443c","other",0.597338622050359
"HSBP1",4.0792986860915,-1.40903842534498,"HSBP1","Module2","#fe9b00","other",0.342137849722754
"HLA.DPA1",0.939497183863717,-6.36634767140821,"HLA.DPA1","Module8","#633372","other",0.32796242689711
"RPS18",5.55560321718891,8.14281332407519,"RPS18","Module4","#9b3441","other",0.771692962417359
"LINC.PINT",6.55167455584248,-2.80630505170301,"LINC.PINT","Module5","#de597c","other",0.455173016678631
"TMA7",4.43578834444721,6.05744516764208,"TMA7","Module4","#9b3441","other",0.588408696130479
"RP11.146N23.1",-13.1750290879564,2.57589971933886,"RP11.146N23.1","Module3","#d8443c","other",0.56216685472773
"SC22CB.1E7.1",-12.1433127412156,-1.16851809706167,"SC22CB.1E7.1","Module3","#d8443c","other",0.546592358310719
"LINC00493",5.54030675799091,7.29058802042528,"LINC00493","Module4","#9b3441","other",0.232783333631249
"RPL3P4",-11.6585286149339,-2.98474705304579,"RPL3P4","Module3","#d8443c","other",0.872932673835921
"TNF",-2.0270302781419,4.38421451960131,"TNF","Module10","#2b9b81","other",0.214949201583668
"RPS11P5",-12.1655629166917,-1.05232664282993,"RPS11P5","Module3","#d8443c","other",0.587348898577479
"SNHG15",0.612084340159493,4.68093407068774,"SNHG15","Module10","#2b9b81","other",0.105335536545931
"SNHG7",1.09225518614491,-1.21831727113203,"SNHG7","Module7","#9f5691","other",0.0313109793568863
"AC007969.5",-12.1191733369188,-1.2786967762895,"AC007969.5","Module3","#d8443c","other",0.718967709331631
"CTC.575D19.1",-11.739782620366,-4.18284523572401,"CTC.575D19.1","Module3","#d8443c","other",0.645008732327506
"RPS28",0.0422552189274607,-8.0326794394441,"RPS28","Module8","#633372","hub",0.886693789265071
"UQCRHL",5.10312337786396,6.90132200632616,"UQCRHL","Module4","#9b3441","other",0.386260628074721
"RPL5P34",-12.1868269929246,-0.981528747282928,"RPL5P34","Module3","#d8443c","other",0.666964122006344
"AP000936.1",-13.1788094529466,2.66357672129198,"AP000936.1","Module3","#d8443c","other",0.69044868130207
"RP11.761N21.2",-11.8650591859178,-1.72407054986433,"RP11.761N21.2","Module3","#d8443c","other",0.466722793438991
"FAM133B",5.09495086580952,-2.46983826245741,"FAM133B","Module2","#fe9b00","other",0.21406998390186
"HLA.B",0.163689356152612,-7.24535930242017,"HLA.B","Module8","#633372","other",0.787341273394879
"RPS3AP6",-12.4229195603685,0.258712648492301,"RPS3AP6","Module3","#d8443c","other",0.624928679144249
"RPL39P3",-12.5517695435838,0.218803166490042,"RPL39P3","Module3","#d8443c","other",0.66036244636622
"FAUP1",-12.9333518037156,1.66325437937304,"FAUP1","Module3","#d8443c","other",0.570182939818292
"TOPORS.AS1",-1.56304841130535,5.32843887720629,"TOPORS.AS1","Module10","#2b9b81","other",0.101093908448462
"RPL6P27",-12.50251417249,0.0578079215101839,"RPL6P27","Module3","#d8443c","other",0.817929541928641
"AC092580.4",0.127140324418145,-7.26834571446851,"AC092580.4","Module8","#633372","other",0.32029819297506
"H3F3AP4",-2.39052324384014,5.11250841532275,"H3F3AP4","Module10","#2b9b81","other",0.575359715520091
"RPL34P34",-13.1425412186937,2.6668747654967,"RPL34P34","Module3","#d8443c","other",0.565529323372413
"RPL13AP5",-11.7767203339891,-3.81189692105726,"RPL13AP5","Module3","#d8443c","other",0.585223561922477
"RP11.325F22.2",1.44833464533527,-7.58128106679395,"RP11.325F22.2","Module8","#633372","other",0.103268007632247
"RPL9P9",-11.8469660767869,-4.91222989644483,"RPL9P9","Module6","#e87b89","hub",0.777212385974588
"KMT2E.AS1",-2.40068893521587,5.12185776148363,"KMT2E.AS1","Module10","#2b9b81","other",0.384344319737761
"NME1",0.291723769013482,-1.37383377637342,"NME1","Module1","#f4c40f","other",0.572844016855136
"WBP1",3.79823226839741,5.53208887491747,"WBP1","Module4","#9b3441","other",0.0327311075172929
"PSMB9",2.16425437838276,2.87680327806994,"PSMB9","Module2","#fe9b00","other",0.516645855433163
"RPS2P5",-13.0902474412278,1.87317645464464,"RPS2P5","Module3","#d8443c","other",0.820238020550684
"RP11.36C20.1",-12.2257168778733,-0.800845012921846,"RP11.36C20.1","Module3","#d8443c","other",0.623817995398042
"RPL9P3",-13.2035286912278,2.97864735041186,"RPL9P3","Module3","#d8443c","other",0.685110768658728
"MTATP8P1",-12.6429207810716,2.79158842478319,"MTATP8P1","Module3","#d8443c","other",0.562339694707045
"RPL34P18",-11.7399704942064,-2.448785186667,"RPL34P18","Module3","#d8443c","other",0.493519137410885
"RP11.832N8.1",-11.6594336518602,-3.31916630353407,"RP11.832N8.1","Module3","#d8443c","other",0.508384314226034
"TMEM189",-12.5104077348069,1.91345536623522,"TMEM189","Module3","#d8443c","other",0.319066738690157
"MIF",4.4223310461684,5.84344065104052,"MIF","Module4","#9b3441","other",0.448253333117094
"RPL36A",4.7126953116103,5.14900743876025,"RPL36A","Module4","#9b3441","other",0.63776819318052
"ATP5J2",5.54666156679829,7.37906896982714,"ATP5J2","Module4","#9b3441","other",0.405698033371509
"ARPC4",-1.35472683995525,-0.76255393113569,"ARPC4","Module7","#9f5691","other",0.670083791716474
"ATP5O",-3.09057669728558,4.38816273127123,"ATP5O","Module10","#2b9b81","other",0.256353127382493
"RPL7AP6",-13.0653841981248,1.77559125338122,"RPL7AP6","Module3","#d8443c","other",0.721979701500215
"LINC00969",0.140067767207223,-7.0850647696443,"LINC00969","Module8","#633372","other",0.155139643195313
"RP11.234A1.1",-12.057017613347,-1.62000393952802,"RP11.234A1.1","Module3","#d8443c","hub",0.904227281679209
"EIF6",4.85876340777119,-1.07089961405472,"EIF6","Module2","#fe9b00","other",0.419416693051885
"RP11.613M5.2",-13.0829442033128,2.71596729670092,"RP11.613M5.2","Module3","#d8443c","other",0.584387940001191
"RP11.408P14.1",-12.4648478516893,1.99476110849901,"RP11.408P14.1","Module3","#d8443c","other",0.574551860770509
"RPL37P23",-13.0004666337327,1.72532951746508,"RPL37P23","Module3","#d8443c","other",0.596580890160028
"NPIPB5",-12.2540295609788,2.15224921618029,"NPIPB5","Module3","#d8443c","other",0.582856427764071
"HLA.L",-1.67710201829235,5.10079777155443,"HLA.L","Module10","#2b9b81","other",0.214380241079443
"MRPS6",5.54062337786396,-3.63674652661756,"MRPS6","Module5","#de597c","other",0.580281344217494
"RP11.425L10.1",-11.7059109696702,-3.99973404492811,"RP11.425L10.1","Module3","#d8443c","other",0.77698793808867
"RP11.466H18.1",-12.5650446900682,0.2180290213637,"RP11.466H18.1","Module3","#d8443c","other",0.879855085801314
"APOBEC3C",-11.8817027100877,-1.81272602166609,"APOBEC3C","Module3","#d8443c","other",0.376253318202506
"RP11.20O24.4",-12.4314749726609,0.185429333787406,"RP11.20O24.4","Module3","#d8443c","other",0.50705658175795
"N4BP2L2",-0.0176930019215765,-1.84407347526029,"N4BP2L2","Module1","#f4c40f","other",0.381822791442217
"LINC00861",-1.83092038720409,5.20461857233568,"LINC00861","Module10","#2b9b81","other",0.194762389394829
"RP11.796E2.4",-0.0198017471985044,-7.04419648732618,"RP11.796E2.4","Module8","#633372","other",0.0703384628448147
"SNHG6",-3.16899399846355,4.14381039057299,"SNHG6","Module10","#2b9b81","other",0.33052458537573
"H2AFJ",-0.240712423022193,3.70778047953173,"H2AFJ","Module10","#2b9b81","other",0.112501769885727
"OIP5.AS1",-11.7713492402391,-2.28669118966535,"OIP5.AS1","Module3","#d8443c","other",0.185869658780525
"MTND4P12",-12.997971821721,1.6482857457213,"MTND4P12","Module3","#d8443c","other",0.849217236050385
"PCED1B.AS1",-3.0606463441209,4.41807138834521,"PCED1B.AS1","Module10","#2b9b81","other",0.472498913648312
"MTATP6P1",-12.3228428849534,-0.471699477095163,"MTATP6P1","Module3","#d8443c","hub",0.96081799165952
"MTND5P11",-12.8824847230272,2.93677747164294,"MTND5P11","Module3","#d8443c","other",0.66257956775898
"PDCD6",5.10045070559223,-1.59760236825422,"PDCD6","Module2","#fe9b00","other",0.427300684452862
"MALAT1",4.11264390856465,6.37710344706103,"MALAT1","Module4","#9b3441","other",0.475768462558161
"TUG1",-11.8573687562303,-4.21039521779493,"TUG1","Module6","#e87b89","other",0.164402073777109
"NACA2",-0.351809833343429,0.734362959008658,"NACA2","Module7","#9f5691","other",0.1569648540643
"OTUD6B.AS1",5.55611390978535,7.31081449900194,"OTUD6B.AS1","Module4","#9b3441","other",0.211722789546116
"CHMP4A",-0.573478747303885,2.78903949175402,"CHMP4A","Module10","#2b9b81","other",0.14821361899813
"WAC.AS1",-12.2317135819749,0.766923545937979,"WAC.AS1","Module3","#d8443c","other",0.00567650590320093
"EEF1G",-2.41303305714886,5.07394993219897,"EEF1G","Module10","#2b9b81","other",0.772705082383585
"BRK1",3.66957111269672,1.17012631807848,"BRK1","Module2","#fe9b00","other",0.492709342648565
"SNHG9",0.413004826609689,4.66164934549853,"SNHG9","Module10","#2b9b81","other",0.093645715345203
"EID1",0.442363452021676,-1.4395811864324,"EID1","Module1","#f4c40f","other",0.629904016521458
"SNHG1",-3.08488111584942,4.32508671198412,"SNHG1","Module10","#2b9b81","other",0.214570613678386
"MTRNR2L8",-12.3469012269334,2.28949367914721,"MTRNR2L8","Module3","#d8443c","other",0.672562636777143
"APOPT1",-1.36772792428295,5.34827768717333,"APOPT1","Module10","#2b9b81","other",0.0250396912522764
"SMIM10L1",0.532556962077218,-7.9630149611421,"SMIM10L1","Module8","#633372","other",0.144572355666268
"PSMA3.AS1",0.0178481152697382,-8.00123727406934,"PSMA3.AS1","Module8","#633372","other",0.255683442431221
"CNPY2",-1.27673177808086,3.04547607813402,"CNPY2","Module10","#2b9b81","other",0.0887011029649879
"MAP1LC3B2",4.65779085070332,5.35275423441454,"MAP1LC3B2","Module4","#9b3441","other",0.0265302211258859
"CHURC1",-1.88082628339092,4.19180595789477,"CHURC1","Module10","#2b9b81","other",0.155485876069344
"MRPL12",-0.774492073948783,2.77965605173632,"MRPL12","Module7","#9f5691","other",0.277199103477205
"GTF2I",6.33044786364277,-3.43207776631788,"GTF2I","Module5","#de597c","other",0.137950294441703
"RPS7P1",-12.5336268433885,0.171862005334342,"RPS7P1","Module3","#d8443c","other",0.775375224836795
"SNORD3A",-12.1157382020311,1.74087393198534,"SNORD3A","Module3","#d8443c","other",0.221634816830955
"NOTCH2NL",-1.5287929066972,5.29301226053759,"NOTCH2NL","Module10","#2b9b81","other",0.0840556442705015
"DYNLL2",-11.9520991334275,-4.47087228383497,"DYNLL2","Module6","#e87b89","other",0.200193047000299
"RP5.1171I10.5",1.33023447901447,-7.72926700200514,"RP5.1171I10.5","Module8","#633372","other",0.278869775020993
"RBM8A",5.73391694933613,7.28219473276659,"RBM8A","Module4","#9b3441","other",0.323896251420814
"RNF115",1.46393556505879,-7.582498908896,"RNF115","Module8","#633372","other",0.0528659203730815
"TXNIP",-11.7953513154344,-4.34843385304884,"TXNIP","Module6","#e87b89","other",0.432646375071554
"RASSF5",-11.8313868531541,-1.15701606955007,"RASSF5","Module3","#d8443c","other",0.0293850118151945
"NCOA4",-12.0535595902757,0.22489130411669,"NCOA4","Module3","#d8443c","other",0.000205194620794823
"MRPS21",3.95957441240986,6.24734508905932,"MRPS21","Module4","#9b3441","other",0.264739863256623
"ZNF224",1.06721324831684,-6.19425761784986,"ZNF224","Module11","#92c051","other",0
"NDUFA7",-2.79214816182415,4.88785135660692,"NDUFA7","Module10","#2b9b81","other",0.271449404600077
"MTRNR2L12",-12.1684639939622,1.87230789576098,"MTRNR2L12","Module3","#d8443c","other",0.50549878354607
"ZSCAN16.AS1",-1.30451111882488,5.01707136545702,"ZSCAN16.AS1","Module10","#2b9b81","other",0.0498042121955449
"SNHG8",3.89389963061054,6.18322813425585,"SNHG8","Module4","#9b3441","other",0.309856840520017
"RP11.475J5.4",-13.240551281865,2.90036189470812,"RP11.475J5.4","Module3","#d8443c","other",0.786131355227661
"TAF15",1.43619770914753,-7.61522758092359,"TAF15","Module8","#633372","other",0.0498111106981027
"MTRNR2L6",-13.0976717957811,3.00793731127306,"MTRNR2L6","Module3","#d8443c","other",0.601012814086456
"CCL5",4.01394910723408,6.34358131800219,"CCL5","Module4","#9b3441","other",0.226288674580313
"GTF2H5",3.77115888506611,5.82229006205126,"GTF2H5","Module4","#9b3441","other",0.127952762996444
"NUDT3",-12.1079371461229,-3.19069683637098,"NUDT3","Module3","#d8443c","other",0.070295025221825
"ZNHIT3",6.6163441649123,6.72443926249071,"ZNHIT3","Module4","#9b3441","other",0.137697634451333
"MLLT6",-11.8502390870408,-3.8300803908296,"MLLT6","Module6","#e87b89","other",0.530918057093736
"PPP4R3B",0.576066624228555,-7.99222362126783,"PPP4R3B","Module8","#633372","other",0.252003278469883
"SYNRG",-12.0545418748216,-2.80187273110822,"SYNRG","Module3","#d8443c","other",0.0434062630421301
"ORAI1",0.962298344676095,-6.62918555821851,"ORAI1","Module8","#633372","other",0.0866090508315109
"LINC00869",4.31981534868916,6.36852657709643,"LINC00869","Module4","#9b3441","other",0.217984379875825
"CCL3",-3.11888556569378,3.70205509577318,"CCL3","Module10","#2b9b81","other",0.0581091892404573
"TRAC",-11.8985322007493,-4.76918804730848,"TRAC","Module3","#d8443c","other",0.542399686766511
"PSMB3",5.7220947256728,7.07480394754931,"PSMB3","Module4","#9b3441","other",0.265794554970226
"CISD3",-1.39723258107464,5.31614363108202,"CISD3","Module10","#2b9b81","other",0.0493239390652523
"AC090498.1",1.57519025713642,-7.67098462666944,"AC090498.1","Module8","#633372","other",0.63218104313149
"AP000769.1",1.52972061545094,-7.69553172673658,"AP000769.1","Module8","#633372","other",0.132919694973712
"AC133644.2",1.47374267489155,-7.58130824651197,"AC133644.2","Module8","#633372","other",0.0977218466600275
"TRG.AS1",0.530287932459908,5.46522343073412,"TRG.AS1","Module10","#2b9b81","other",0.129136275650846
"PSMC1",5.75952978045185,5.71393644724413,"PSMC1","Module2","#fe9b00","other",0.409365397328725
"TM9SF1",6.31076164156635,-3.29369986142591,"TM9SF1","Module5","#de597c","other",0.134369298257421
"RBBP8",4.05898303896626,-6.054329276938,"RBBP8","Module5","#de597c","other",0.0346560228349927
"UBE2S",4.06565637499531,-0.263731122870004,"UBE2S","Module2","#fe9b00","other",0.0437772837595116
"PSMD9",4.87866897494038,4.02065241251513,"PSMD9","Module2","#fe9b00","other",0.403334254630763
"COX16",4.80494375139912,5.69748413477465,"COX16","Module4","#9b3441","other",0.175797574124183
"DUSP10",4.52906198412617,-5.48843276586012,"DUSP10","Module5","#de597c","other",0.243993759969875
