"","UMAP1","UMAP2","gene","module","color","hub","kME"
"DPM1",0.0758932045145807,-1.78227388944105,"DPM1","Module1","#f4c40f","other",0.504497994310663
"BAD",4.27764053255757,0.774187206368887,"BAD","Module2","#fe9b00","other",0.137140441864665
"LAP3",1.14278502375324,-1.99085700597242,"LAP3","Module1","#f4c40f","hub",0.813148869639026
"LASP1",-12.0546076783494,0.0767886630110384,"LASP1","Module3","#d8443c","other",0.11829667723586
"ARF5",4.56322784334858,5.81258976374193,"ARF5","Module4","#9b3441","other",0.310046067159357
"FKBP4",5.06554717928608,-5.26361644353346,"FKBP4","Module5","#de597c","other",0.706471158818139
"NDUFAB1",6.380042265956,-1.45971205915884,"NDUFAB1","Module2","#fe9b00","other",0.520893554968543
"UPF1",-11.87227563947,-4.88279235448316,"UPF1","Module6","#e87b89","other",0.0813710763503616
"SLC25A5",6.54255075365742,-1.54580849494413,"SLC25A5","Module2","#fe9b00","other",0.592190460420078
"CCDC109B",6.61424369723042,6.69852316294237,"CCDC109B","Module4","#9b3441","other",0.231962637731051
"POLR2J",1.30752260595997,-0.490895719189203,"POLR2J","Module7","#9f5691","other",0.236646392360589
"WDR54",0.828088354174691,-1.01878780025617,"WDR54","Module1","#f4c40f","other",0.164839611277307
"KMT2E",1.12912304312428,-6.30240142430738,"KMT2E","Module8","#633372","other",0.163959503511095
"ITGAL",-11.9924519547776,-3.02973425473646,"ITGAL","Module3","#d8443c","other",0.215547649715137
"RALA",4.93024558932026,-5.03530538167433,"RALA","Module5","#de597c","other",0.487053546261109
"IFRD1",1.79530126959522,1.03048980150744,"IFRD1","Module2","#fe9b00","other",0.0595175096968734
"CCDC124",4.47619457155903,2.35956084642931,"CCDC124","Module2","#fe9b00","other",0.280620907745702
"TRAPPC6A",-0.790292430813712,2.79207074556872,"TRAPPC6A","Module9","#1f6e9c","other",0.0916228403310207
"MATK",-0.923868943150443,1.79092299852892,"MATK","Module7","#9f5691","other",0.243724548642232
"LUC7L",5.36316366106709,-4.14819514836744,"LUC7L","Module5","#de597c","other",0.237087874932008
"MYLIP",-1.2700573691682,-0.45660466041044,"MYLIP","Module7","#9f5691","other",0
"PSMB1",3.61368007570942,-1.54793101634458,"PSMB1","Module2","#fe9b00","other",0.506692529807521
"CDK11A",5.72452659517964,-2.26296925630048,"CDK11A","Module5","#de597c","other",0.143230978779601
"SS18L2",5.19865054995258,-1.76393067922071,"SS18L2","Module5","#de597c","other",0.349873581752867
"IL32",-1.70436863988201,3.87433159266039,"IL32","Module10","#2b9b81","other",0.348165658579175
"RPS20",-12.0148623475389,-4.52200186337904,"RPS20","Module6","#e87b89","hub",0.629569306330281
"TRAF3IP3",-1.343151260312,-0.902370111007249,"TRAF3IP3","Module7","#9f5691","other",0.619967511794203
"BAZ1B",-1.3838555106477,-3.5964218386598,"BAZ1B","Module11","#92c051","other",0.314825055878255
"ZNF207",-0.541718859370154,-3.07179653729871,"ZNF207","Module11","#92c051","other",0.57499350879158
"UQCRC1",5.65481634051045,-1.92423105325178,"UQCRC1","Module2","#fe9b00","other",0.326183573774255
"STARD3NL",0.605766367022592,4.62611973200365,"STARD3NL","Module10","#2b9b81","other",0.0206126634533873
"CD9",-0.948091615136069,0.319939374070609,"CD9","Module7","#9f5691","other",0.275119792080352
"FYN",0.207262527052957,-7.0190542944856,"FYN","Module8","#633372","other",0.249501217172665
"TTC19",0.414227854315835,-1.36601820673422,"TTC19","Module1","#f4c40f","other",0.323974311051254
"PSMC4",4.70202798754414,-2.84052193250135,"PSMC4","Module2","#fe9b00","other",0.411666727965507
"CD6",0.918945979182321,-6.70566976155714,"CD6","Module8","#633372","other",0.148657246007334
"MDH1",3.94016046435078,-1.38616818274931,"MDH1","Module2","#fe9b00","other",0.38102804467147
"CD74",6.51518649965962,-2.83862674321607,"CD74","Module5","#de597c","other",0.199142000490656
"NCDN",5.08200044542988,-5.29138839330152,"NCDN","Module5","#de597c","other",0.296166261006516
"RUNX3",-11.7996027955369,-4.94696867551283,"RUNX3","Module6","#e87b89","other",0.399839142635442
"SERPINB1",-0.579995889361304,1.18725192461535,"SERPINB1","Module7","#9f5691","other",0.491957705307467
"RNH1",1.102862786357,0.00920337353273637,"RNH1","Module7","#9f5691","other",0.371221839558659
"RB1CC1",0.0230874827547846,-3.07635653104261,"RB1CC1","Module11","#92c051","other",0.459674826681755
"BIRC3",0.833234023158151,-6.82770764913038,"BIRC3","Module8","#633372","other",0.283456729049438
"STRAP",6.02297468096455,-1.84585726346449,"STRAP","Module5","#de597c","other",0.407207798251445
"DEF6",-1.19727926343243,0.172296403985465,"DEF6","Module7","#9f5691","other",0.629336780575358
"CD44",0.956359099452096,-6.72048223103956,"CD44","Module8","#633372","other",0.179699486103525
"SLAMF7",-11.862621594365,-1.08149218644575,"SLAMF7","Module3","#d8443c","other",0.219656852466555
"SH2D2A",5.75749034792622,-3.45910966481642,"SH2D2A","Module5","#de597c","other",0.597296646674415
"TNFRSF1B",-1.06184511273662,-3.98560202207044,"TNFRSF1B","Module8","#633372","other",0.0962860218098136
"TBPL1",4.49914855868061,2.0935093155913,"TBPL1","Module2","#fe9b00","other",0.150155094617317
"BAK1",6.11605710894306,-1.65250545825437,"BAK1","Module2","#fe9b00","other",0.241108056537296
"SARS",3.79121823221882,-1.7870854147859,"SARS","Module2","#fe9b00","other",0.226745105735369
"ARID4A",-1.62600903600017,-2.99194324101881,"ARID4A","Module11","#92c051","other",0.314176148885248
"TMSB10",0.6270800939246,5.46680128489062,"TMSB10","Module10","#2b9b81","other",0.437552081323717
"RNF19A",4.52104110628803,-5.51162850942091,"RNF19A","Module5","#de597c","other",0.427260364189612
"GABARAPL2",6.14416904360493,-1.6183043726869,"GABARAPL2","Module2","#fe9b00","other",0.571574951889341
"BOD1L1",-11.9071639069871,-2.19318950261549,"BOD1L1","Module3","#d8443c","other",0.047959787198318
"PSMA4",0.521136712138253,-1.27003836717085,"PSMA4","Module1","#f4c40f","hub",0.841872280852397
"CAPG",-0.218798656161231,0.64808249388262,"CAPG","Module7","#9f5691","other",0.762963393099633
"AP2S1",4.54682655245503,0.98736107264086,"AP2S1","Module2","#fe9b00","other",0.476556771013361
"HSPA5",0.517411243025857,-6.51552713002638,"HSPA5","Module8","#633372","other",0.0925233834504612
"TPR",-0.855764258797568,-3.17506826009229,"TPR","Module11","#92c051","other",0.517978082333137
"MAP4",-1.10313891261379,-3.00439059819654,"MAP4","Module11","#92c051","other",0.334555449663374
"NOP16",5.30758924395283,-4.2529946574159,"NOP16","Module5","#de597c","other",0.113325367819736
"RSF1",-1.30956392377178,-3.53812158193067,"RSF1","Module11","#92c051","other",0.373772551241187
"CELF2",-1.37020497411053,-0.61398324455694,"CELF2","Module7","#9f5691","other",0.603847306287706
"FAM120A",-11.9308846482591,-2.32035219754652,"FAM120A","Module3","#d8443c","other",0.0415495424829511
"CYBA",4.5636040678664,2.87593734179064,"CYBA","Module2","#fe9b00","other",0.752129343234928
"THOC3",6.52453393847187,-3.03986370648817,"THOC3","Module5","#de597c","other",0.214225042226357
"USE1",4.11000080019673,-0.673857838768518,"USE1","Module2","#fe9b00","other",0.0959144144185865
"THRAP3",0.809498142306405,-2.54924833859876,"THRAP3","Module11","#92c051","hub",0.866482698531064
"PHPT1",1.55439729601582,2.77592360888048,"PHPT1","Module10","#2b9b81","other",0.0832530330248741
"ARID4B",-1.56218581288616,-3.09209477986768,"ARID4B","Module11","#92c051","hub",0.766479031697331
"NOP58",4.57029313952168,-5.44086825932935,"NOP58","Module5","#de597c","other",0.417807664236802
"CYFIP2",-11.9377854356126,-2.75396883573011,"CYFIP2","Module3","#d8443c","other",0.1093129972721
"PRDM1",-11.7100747117356,-4.81320512380079,"PRDM1","Module6","#e87b89","other",0.341978841357862
"PPP1R12A",-1.15597086041729,-3.09899842824415,"PPP1R12A","Module11","#92c051","other",0.626019091178224
"POLR3E",1.58873517424305,-6.45757043446974,"POLR3E","Module8","#633372","other",0.148047849568908
"MXD1",-1.40278797238628,5.0347443810515,"MXD1","Module10","#2b9b81","other",0.083616546935517
"SLC2A3",-1.67214553445141,3.69504654322192,"SLC2A3","Module10","#2b9b81","other",0.238336968931103
"YBX3",3.55896754175861,-6.26480615224317,"YBX3","Module5","#de597c","other",0.13918644763756
"WNK1",-11.9530718812303,-2.36543917741255,"WNK1","Module3","#d8443c","other",0.120395359627554
"CCAR1",-1.49017767995159,-3.42101681317762,"CCAR1","Module11","#92c051","other",0.312345678898485
"SNRNP40",4.48919172198017,2.76230347071215,"SNRNP40","Module2","#fe9b00","other",0.270746495516711
"BCAT1",4.07203216463764,-6.06633651341871,"BCAT1","Module5","#de597c","other",0
"HDAC7",-1.0505362042741,-0.778542251247919,"HDAC7","Module7","#9f5691","other",0.236929790511894
"GPBP1",4.99752159029682,-1.59116000022367,"GPBP1","Module2","#fe9b00","other",0.239277909615706
"WAPL",0.68614603192051,-7.98360240544752,"WAPL","Module8","#633372","other",0.246084908874325
"RPL18",5.41518611818989,7.96352064524218,"RPL18","Module4","#9b3441","other",0.68592821159473
"FAM107B",-11.8763640412645,-1.66225153293089,"FAM107B","Module3","#d8443c","other",0.0504375556473338
"YBX1",5.14314956576069,-2.71653401936964,"YBX1","Module5","#de597c","other",0.483772878867217
"PDE4A",1.26281399637898,-7.25715100850538,"PDE4A","Module8","#633372","other",0.112658681998487
"ZNRD1",4.8499400129958,3.95131504450365,"ZNRD1","Module2","#fe9b00","other",0.385005301861539
"IDI1",1.04335136324604,-0.961611342538154,"IDI1","Module1","#f4c40f","other",0.30458819402975
"SP100",-1.43227927773754,-2.3369060763307,"SP100","Module1","#f4c40f","other",0.427786857802022
"KLF6",-1.28422813504497,1.27282845888659,"KLF6","Module10","#2b9b81","other",0.285312242526147
"PKM",3.75835437685688,-2.51638960923628,"PKM","Module2","#fe9b00","other",0.576377507624106
"IDH3G",1.3036581984206,0.77541267786547,"IDH3G","Module7","#9f5691","other",0.401048974441442
"ROCK1",-1.43435769170086,-3.47575509633497,"ROCK1","Module11","#92c051","other",0.604467903025611
"LAPTM4A",5.03949994951923,-1.69283235158399,"LAPTM4A","Module2","#fe9b00","other",0.366179332234394
"DNAJA2",6.47486419588764,-1.5206817993112,"DNAJA2","Module2","#fe9b00","other",0.3373879291831
"CLEC2D",3.43419403940876,-6.23816335286573,"CLEC2D","Module8","#633372","other",0.265298265620538
"ATP1B3",3.59031958491047,-6.18853271092848,"ATP1B3","Module5","#de597c","other",0.509762545832783
"JMJD6",4.56234044939716,-5.46059215154127,"JMJD6","Module5","#de597c","other",0.343460782161433
"PABPC1",0.685352217261392,-7.19952952947096,"PABPC1","Module8","#633372","other",0.249320559885044
"CDC42",-1.04333340018551,-0.906519086021936,"CDC42","Module7","#9f5691","other",0.651383129146561
"NCK2",-11.7656262406663,-4.96395719136671,"NCK2","Module6","#e87b89","other",0.191707754958573
"RPL31",-12.0726054200486,-2.78119027699903,"RPL31","Module6","#e87b89","other",0.445319220277228
"ACAP1",0.139227371518212,0.484640716653311,"ACAP1","Module7","#9f5691","other",0.761973991034846
"ST6GAL1",-12.0589688309983,-2.70108985986189,"ST6GAL1","Module3","#d8443c","other",0.161853676359161
"MRPS34",4.24691553026875,2.18066084299608,"MRPS34","Module9","#1f6e9c","other",0.493092159840416
"EED",4.48764343172749,-1.40026053871588,"EED","Module2","#fe9b00","other",0.154829049642356
"NCBP3",1.07718892008503,-7.8695353278108,"NCBP3","Module8","#633372","other",0.206507130633515
"HACD3",1.49466235548695,-7.67700707997755,"HACD3","Module8","#633372","other",0.207392075133761
"ENO1",0.762739490573007,-2.02327966775373,"ENO1","Module1","#f4c40f","hub",1
"MYDGF",0.564494799677926,-7.99910104360059,"MYDGF","Module8","#633372","other",0.29306881285889
"SRI",2.04160375506123,1.64444219980761,"SRI","Module9","#1f6e9c","other",0.558633747703895
"SLC25A3",5.227210234706,-0.866679334003484,"SLC25A3","Module2","#fe9b00","other",0.512378502019338
"ACTB",-2.5734899529771,5.04501736078783,"ACTB","Module10","#2b9b81","other",0.507095990146096
"REXO2",5.40386743456562,-4.13253891553358,"REXO2","Module5","#de597c","other",0.248822041096326
"TRAF4",5.40983981997212,-4.75008189763502,"TRAF4","Module5","#de597c","other",0.111103926132663
"ICAM3",0.851800571982461,1.28245007906481,"ICAM3","Module7","#9f5691","other",0.637342840987952
"ARHGEF1",-0.375321108992499,0.738181828599417,"ARHGEF1","Module7","#9f5691","other",0.57305274866739
"STXBP2",-1.31733243554394,3.02441322718188,"STXBP2","Module10","#2b9b81","other",0.114364411693915
"TOP2B",-11.7977002152757,-1.89965719069914,"TOP2B","Module3","#d8443c","other",0.0613449903289882
"NFKB2",3.51336164385517,-6.67852056111768,"NFKB2","Module5","#de597c","other",0.334058028000546
"LRCH4",0.679633807246285,-1.11886447753385,"LRCH4","Module1","#f4c40f","other",0.404773977708791
"CAPZB",-0.178050521905822,2.09213650141283,"CAPZB","Module7","#9f5691","hub",1
"GPR137B",4.46099443346699,-5.6232122191377,"GPR137B","Module5","#de597c","other",0.184803913458339
"UBE2A",4.95481176287373,-3.09132373418287,"UBE2A","Module5","#de597c","other",0.38956460729732
"CST7",5.00354452044209,3.99598419580981,"CST7","Module4","#9b3441","other",0.304150227602076
"UBE2K",-0.481407601530951,-3.08379876698927,"UBE2K","Module11","#92c051","other",0.233757483427159
"GNB1",-11.7905533799485,-3.96594536389784,"GNB1","Module6","#e87b89","other",0.541205297729187
"P2RY10",5.30770034701069,-4.11121690358595,"P2RY10","Module5","#de597c","other",0.355550585928779
"VDAC3",3.60914726168354,-1.52865147675947,"VDAC3","Module2","#fe9b00","other",0.274819384600585
"PCM1",-1.44115476697246,-3.32326114263014,"PCM1","Module11","#92c051","other",0.521435654495432
"RIF1",-1.4556681403474,-3.33389437283949,"RIF1","Module11","#92c051","other",0.220360992425697
"CLDND1",5.12571115404804,3.98825180445238,"CLDND1","Module5","#de597c","other",0.383980575776837
"HSP90AA1",6.28281564623554,-2.73516154374555,"HSP90AA1","Module5","#de597c","other",0.690071197729272
"PTPRC",3.30552763849934,-6.36242044057325,"PTPRC","Module8","#633372","other",0.0689234563205386
"FYB",-11.9851572999314,-0.572048217911279,"FYB","Module3","#d8443c","other",0.103729860923387
"BZW1",6.45728320986469,-3.01141011800245,"BZW1","Module5","#de597c","other",0.400016012562561
"MRPL22",4.1609169951125,0.93646037493273,"MRPL22","Module2","#fe9b00","other",0.207477106122937
"ITGAE",1.20286745936115,-1.05077743615583,"ITGAE","Module7","#9f5691","other",0.505501421755505
"RPS5",5.4481369963332,6.9482136956267,"RPS5","Module4","#9b3441","other",0.606710683588613
"GSTP1",1.67195863634785,3.12580120478197,"GSTP1","Module2","#fe9b00","other",0.320111186570548
"APLP2",0.115874763433534,-6.74519765462354,"APLP2","Module8","#633372","other",0.0168166207673639
"EIF3I",3.6639720907851,-2.44457972135023,"EIF3I","Module2","#fe9b00","other",0.367249372809923
"NCOA1",-12.1048233994798,-3.04941284741834,"NCOA1","Module3","#d8443c","other",0.0495427398675048
"AK6",4.44896192461689,-1.29051542367414,"AK6","Module2","#fe9b00","other",0.233433164905676
"PILRA",-12.3717053422288,2.02121984873339,"PILRA","Module3","#d8443c","other",0.142970434162818
"DNAJA1",6.30107278734882,-2.62591970052198,"DNAJA1","Module5","#de597c","other",0.7152807990468
"CHMP5",2.96604795366963,1.30246531878039,"CHMP5","Module9","#1f6e9c","other",0.355797315243194
"MRPL28",2.77605290323933,1.79377686892077,"MRPL28","Module9","#1f6e9c","other",0.381189409263062
"TMED2",4.54959125429829,-0.356755853552377,"TMED2","Module2","#fe9b00","other",0.413942849633969
"ZFAND6",4.05738754183491,-0.273749888796365,"ZFAND6","Module2","#fe9b00","other",0.194421187897998
"PPP1R15A",-1.65195696442882,4.11673700724169,"PPP1R15A","Module10","#2b9b81","other",0.442936588615452
"FTL",4.78796214968403,5.06547176752611,"FTL","Module4","#9b3441","other",0.428335166434335
"SRRT",5.50875492006977,-4.47825133885816,"SRRT","Module5","#de597c","other",0.354664331730771
"BAX",2.1805281153365,2.67371380243822,"BAX","Module10","#2b9b81","other",0.0606362135613095
"PSMC5",4.18978280932148,-0.116498232740915,"PSMC5","Module2","#fe9b00","other",0.302777745286719
"ADD1",-12.0835602769212,-3.07637989606336,"ADD1","Module3","#d8443c","other",0.0699595722076994
"GNAS",-11.7599175462083,-3.40794503774122,"GNAS","Module3","#d8443c","other",0.37333306924341
"COQ9",4.81523103625019,-0.259676755327737,"COQ9","Module2","#fe9b00","other",0.0620411507329129
"FKBP1A",4.49118919283589,0.089991449456656,"FKBP1A","Module2","#fe9b00","other",0.614028541044393
"DYNLL1",4.92806644350727,-3.55371964063123,"DYNLL1","Module5","#de597c","other",0.595421077148281
"TESC",3.70584077746113,-1.31062838520483,"TESC","Module2","#fe9b00","other",0.121185085849471
"RPL6",5.25107974917133,7.11704218302294,"RPL6","Module4","#9b3441","other",0.755800400234977
"SIRPG",-1.44317917912762,-0.858276427645242,"SIRPG","Module7","#9f5691","other",0.686545205721574
"KDM2B",3.25396675974567,-6.61700570668653,"KDM2B","Module8","#633372","other",0.112199232014621
"OAS1",-1.55239825337688,-2.68840110387281,"OAS1","Module1","#f4c40f","other",0.455069415031308
"RPLP0",5.40774078280171,7.48184835825487,"RPLP0","Module4","#9b3441","other",0.710979134239385
"FXYD5",0.488591920439797,5.10667478952929,"FXYD5","Module10","#2b9b81","other",0.491382987902941
"MLF2",5.78091926485737,-2.23756563748792,"MLF2","Module2","#fe9b00","other",0.360070397858241
"DDX24",3.61024613291462,-2.43139851178602,"DDX24","Module11","#92c051","hub",0.716786612089712
"PAPOLA",0.615078758303719,-2.78460955705122,"PAPOLA","Module11","#92c051","other",0.503827034097988
"RGS1",-1.32583634942333,-0.55632537688688,"RGS1","Module7","#9f5691","other",0.536452338486824
"NDUFB2",4.65222759157856,3.16700327311083,"NDUFB2","Module2","#fe9b00","other",0.633791473052304
"NUDC",4.58490152270039,-2.58165657605604,"NUDC","Module2","#fe9b00","other",0.422404021806614
"DNAJB11",-1.30458288281719,-2.8720840224214,"DNAJB11","Module11","#92c051","other",0.0782705965233288
"FLT3LG",-1.01178305238048,4.94004022989794,"FLT3LG","Module10","#2b9b81","other",0.188708543956101
"TXNL1",4.63058776766499,-2.77148354138807,"TXNL1","Module2","#fe9b00","other",0.36249752490524
"CDV3",-12.0505049714402,-3.01312482442335,"CDV3","Module3","#d8443c","other",0.163874004673178
"SPAG7",0.931019734446603,0.18967401896044,"SPAG7","Module1","#f4c40f","other",0.56944030842056
"PSME1",2.08006782442768,2.97760093126818,"PSME1","Module2","#fe9b00","other",0.552234558913201
"OSGEP",5.51657886416157,-0.917329289872205,"OSGEP","Module2","#fe9b00","other",0.125033386801067
"HNRNPC",1.39106078058918,-6.54718673314527,"HNRNPC","Module8","#633372","other",0.190205337000538
"SUPT16H",-1.03068088382046,-3.51475823010877,"SUPT16H","Module11","#92c051","other",0.320315545099606
"MYL6",4.70811386019428,3.13967335138842,"MYL6","Module2","#fe9b00","hub",0.975408140130602
"COMT",0.407597314421731,0.394988774400199,"COMT","Module7","#9f5691","other",0.392678393007765
"WAC",-12.1104548463182,-3.09748494710401,"WAC","Module3","#d8443c","other",0.0821836139758791
"CREM",4.08552951723774,-6.07767236318067,"CREM","Module5","#de597c","hub",1
"TMEM14A",1.25577981383045,2.40828788195177,"TMEM14A","Module9","#1f6e9c","other",0.187042117052342
"HSP90AB1",6.48199672610005,-2.79511737908796,"HSP90AB1","Module5","#de597c","hub",0.80305664606848
"CDC5L",-1.56689553349773,-3.20485937680677,"CDC5L","Module11","#92c051","other",0.182847983762944
"ABLIM1",3.04273242861469,-6.50621593083814,"ABLIM1","Module8","#633372","other",0.0981364068767283
"RAB18",4.3579065313979,-1.67295491780714,"RAB18","Module2","#fe9b00","other",0.240865041927011
"PSMD8",4.11949653536518,-0.164941669363534,"PSMD8","Module2","#fe9b00","other",0.473147415101085
"CIRBP",-1.1864392051057,3.25576794062182,"CIRBP","Module10","#2b9b81","other",0.248508018353941
"HNRNPM",0.23556615025242,-6.4937013396211,"HNRNPM","Module8","#633372","other",0.126808152632685
"NDUFB7",1.66756279379566,2.53832018290087,"NDUFB7","Module9","#1f6e9c","other",0.552780874219131
"TECR",4.98092861086567,3.8759652367644,"TECR","Module2","#fe9b00","other",0.492004934035279
"TIMM13",5.08878631502827,-0.485852301973855,"TIMM13","Module2","#fe9b00","other",0.265390819683844
"POLR2E",5.22482032686909,-0.677328527826822,"POLR2E","Module2","#fe9b00","other",0.37063337784156
"GADD45B",0.00230881929834463,4.09025585566088,"GADD45B","Module10","#2b9b81","other",0.173410665843583
"MKNK2",-12.1201737412767,-3.03448164548353,"MKNK2","Module3","#d8443c","other",0.129064146710473
"RANBP1",2.57343954951008,1.77814710054919,"RANBP1","Module9","#1f6e9c","other",0.49778948284781
"SMARCB1",5.54157609850605,-0.55367252315954,"SMARCB1","Module2","#fe9b00","other",0.263303586523186
"DDT",1.06438405424793,-6.32439744557813,"DDT","Module8","#633372","other",0.205194269617426
"SF3A1",0.13750700265606,-6.97096192922071,"SF3A1","Module8","#633372","other",0.0682627462258666
"GGA1",-0.608962465222281,-2.41317057694868,"GGA1","Module1","#f4c40f","other",0.362046554847496
"SH3BP1",-1.27090983479778,-0.303396941084421,"SH3BP1","Module7","#9f5691","other",0.458951490815347
"LGALS1",2.26475925356587,2.24623620424792,"LGALS1","Module9","#1f6e9c","hub",0.6076787621162
"SNU13",1.07394833475788,-7.87221181477979,"SNU13","Module8","#633372","other",0.510080545953103
"POLR2F",4.88373107821186,0.652191161256278,"POLR2F","Module2","#fe9b00","other",0.432762528640423
"DDX17",-12.0911524781541,-3.26694738950208,"DDX17","Module3","#d8443c","other",0.119332333035184
"TOMM22",4.83141870409687,-0.337861598391092,"TOMM22","Module2","#fe9b00","other",0.313671000272086
"JOSD1",0.91423303991993,-6.70819699849561,"JOSD1","Module8","#633372","other",0.0901610358440489
"SUN2",-11.6496508607225,-5.10817420567945,"SUN2","Module6","#e87b89","other",0.553999083596465
"APOBEC3H",0.28381774932583,0.495648144822562,"APOBEC3H","Module7","#9f5691","other",0.392731919142675
"TSPO",-0.306316394503516,2.53016674433275,"TSPO","Module10","#2b9b81","other",0.179200036722819
"RPL3",5.51496524721821,7.30555212412401,"RPL3","Module4","#9b3441","other",0.71038776466267
"MYH9",-11.9923708924607,-4.53855788793043,"MYH9","Module6","#e87b89","hub",0.790391695933462
"GRAP2",0.884525846545297,-1.82216346349195,"GRAP2","Module1","#f4c40f","other",0.145109456490415
"NCF4",1.28739423662861,0.82771444235369,"NCF4","Module7","#9f5691","other",0.384690086875745
"FAM118A",3.1974319925948,-6.55906808461622,"FAM118A","Module8","#633372","other",0.118480787017227
"ST13",5.10975856692036,-4.79223311032728,"ST13","Module5","#de597c","other",0.522869947973648
"RBX1",2.98012561709126,2.31000196848437,"RBX1","Module2","#fe9b00","other",0.514767283448756
"RANGAP1",3.17896671206196,-6.64082563008741,"RANGAP1","Module8","#633372","other",0.0718481309851656
"PHF5A",6.52595157534321,-1.82140892829374,"PHF5A","Module2","#fe9b00","other",0.37912802240448
"FKBP3",-1.29447321980755,-2.62371051396803,"FKBP3","Module1","#f4c40f","other",0.510994285073248
"GZMH",-0.618577946122092,3.29531395350024,"GZMH","Module10","#2b9b81","other",0.139156646644352
"RBM23",-0.678718436654014,-3.02104103650526,"RBM23","Module1","#f4c40f","other",0.286852623267462
"PSMC6",3.86997480303486,-2.57671022500471,"PSMC6","Module2","#fe9b00","other",0.257533537414961
"CNIH1",5.48380012423237,-3.54800617780164,"CNIH1","Module5","#de597c","other",0.333634449513574
"PSMA3",3.57817120463093,-1.59269672717527,"PSMA3","Module2","#fe9b00","other",0.246302863509236
"AHSA1",4.78387279421528,-5.23527085866407,"AHSA1","Module5","#de597c","other",0.57269336780792
"SNW1",-0.568204302485389,-2.77555346574262,"SNW1","Module1","#f4c40f","other",0.42197331362842
"ERH",4.30249328524311,0.541820048432791,"ERH","Module2","#fe9b00","other",0.464006125690784
"SUSD6",0.0260027906342325,-7.35297238912061,"SUSD6","Module8","#633372","other",0.0714244007516159
"SRSF5",-0.689418841298026,0.605471371751273,"SRSF5","Module7","#9f5691","other",0.500769066961842
"EIF5",4.48600931078632,-5.54180657948927,"EIF5","Module5","#de597c","other",0.47736223448542
"PPP4R3A",0.0216253510161219,-8.00921094502882,"PPP4R3A","Module8","#633372","other",0.212096330490239
"PSMB5",5.00628633410175,-0.960910974923527,"PSMB5","Module2","#fe9b00","other",0.210646663197891
"YY1",-0.971040833886069,-3.94626534070448,"YY1","Module8","#633372","other",0.0782870904265781
"PABPN1",-11.9956381806688,-4.53760135259107,"PABPN1","Module6","#e87b89","other",0.512204550046315
"PSMA6",3.96865005404194,5.32631027613207,"PSMA6","Module4","#9b3441","other",0.122455402687815
"PSME2",2.98890037447651,2.29899680529162,"PSME2","Module2","#fe9b00","other",0.556312007007318
"PNN",-1.64147727578442,-2.94854295339063,"PNN","Module11","#92c051","other",0.389410566601799
"SLA2",2.14969200998982,-7.05642545308546,"SLA2","Module8","#633372","other",0.219642514348726
"NFATC2",-0.974880267079276,-4.14922273244337,"NFATC2","Module8","#633372","other",0.0504777107372567
"STK4",0.737450610701638,-2.56502866830305,"STK4","Module11","#92c051","hub",0.921629373990045
"ADNP",-12.0300858506517,-0.227893532175577,"ADNP","Module3","#d8443c","other",0.141666857265188
"PFDN4",4.52897329241474,-0.379935861486947,"PFDN4","Module2","#fe9b00","other",0.244015150391743
"TPD52L2",5.37083692461689,-4.1126686343141,"TPD52L2","Module5","#de597c","other",0.140626790346931
"PRELID3B",1.25186104685505,-7.81199920262769,"PRELID3B","Module8","#633372","other",0.264327305104938
"PSMA7",4.45221109301289,-0.393708468336618,"PSMA7","Module2","#fe9b00","other",0.703436444900688
"SAMHD1",-12.2545693406419,0.09682369146868,"SAMHD1","Module3","#d8443c","other",0.100800841726758
"NOP56",0.167399238650399,-3.15664184178785,"NOP56","Module11","#92c051","other",0.349379853374368
"CST3",0.0298445335074244,-1.38515201296285,"CST3","Module1","#f4c40f","other",0.663405681960234
"AHCY",5.55702228457173,-4.48845112409071,"AHCY","Module5","#de597c","other",0.153341298670339
"PPP1R16B",2.17988939196308,-7.00678718175367,"PPP1R16B","Module8","#633372","other",0.179807516035782
"MAP1LC3A",5.37094945818623,-4.33203446950392,"MAP1LC3A","Module5","#de597c","other",0.2825100567143
"APMAP",3.94959230334004,-6.15520894612745,"APMAP","Module5","#de597c","other",0.299096822056377
"VAPA",4.02135724932392,1.36078059588,"VAPA","Module9","#1f6e9c","other",0.45518056788875
"LPIN2",-1.5131552705125,-3.14263522710279,"LPIN2","Module11","#92c051","other",0.243163440362798
"MYL12A",-2.12747650235454,4.12098133478686,"MYL12A","Module10","#2b9b81","other",0.431412450352526
"ANKRD12",-1.26121347039501,-3.62988221730665,"ANKRD12","Module11","#92c051","hub",0.752411738125699
"NAA10",-1.78665762036602,4.17211258326098,"NAA10","Module10","#2b9b81","other",0.179440692565388
"PQBP1",5.11321658999165,-2.3976206788011,"PQBP1","Module5","#de597c","other",0.180629479895759
"EMD",6.5107271185561,-3.10720098103956,"EMD","Module5","#de597c","other",0.664269682970128
"PGK1",4.61132879168232,-5.40866267766432,"PGK1","Module5","#de597c","other",0.701021904485202
"ARMCX3",4.45287389666279,-1.8304066666551,"ARMCX3","Module2","#fe9b00","other",0.115740134530272
"STK24",-11.9388010987596,-3.63142621602491,"STK24","Module3","#d8443c","other",0.0402311943475729
"DNAJC3",-1.52245287984173,-3.05084693517164,"DNAJC3","Module11","#92c051","other",0.205633273600852
